id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
73,15671244.0,Ch'ien,744.0,France,Male,29.0,7.0,0.0,2.0,0.0,0.0,160523.33,0.0
74,15705918.0,P'eng,477.0,France,Male,66.0,7.0,92786.66,1.0,0.0,1.0,50906.65,0.0
75,15744789.0,Shih,523.0,Spain,Male,27.0,7.0,0.0,2.0,0.0,0.0,122518.5,0.0
76,15813363.0,Fenton,704.0,France,Male,41.0,7.0,0.0,2.0,1.0,0.0,85891.02,0.0
77,15640161.0,Ch'eng,582.0,France,Female,47.0,8.0,0.0,1.0,1.0,1.0,102057.86,0.0
78,15730673.0,Lettiere,706.0,France,Female,41.0,1.0,121159.65,1.0,1.0,1.0,71862.79,0.0
79,15711396.0,Hsiung,537.0,France,Female,45.0,5.0,0.0,1.0,1.0,0.0,16081.62,1.0
80,15774586.0,Ch'in,705.0,Germany,Male,35.0,6.0,116320.68,2.0,1.0,0.0,174431.01,0.0
81,15762902.0,T'ien,681.0,Spain,Female,22.0,6.0,0.0,2.0,0.0,0.0,65733.53,0.0
82,15732563.0,Lettiere,613.0,Germany,Female,28.0,2.0,137980.23,1.0,1.0,1.0,158887.09,0.0
83,15672357.0,Yermolayev,575.0,Germany,Female,33.0,9.0,143124.87,2.0,1.0,0.0,57898.58,0.0
84,15720662.0,Kornilova,632.0,France,Female,23.0,6.0,0.0,2.0,1.0,0.0,95625.03,0.0
85,15772996.0,Onyekachi,627.0,Spain,Male,45.0,7.0,0.0,2.0,1.0,1.0,167916.35,0.0
86,15681755.0,Ts'ao,680.0,Germany,Female,29.0,5.0,119657.53,1.0,1.0,1.0,177655.68,0.0
87,15764314.0,Uvarov,645.0,Spain,Male,33.0,4.0,141162.08,1.0,1.0,0.0,142238.54,0.0
88,15793331.0,Okwukwe,774.0,Spain,Male,31.0,8.0,0.0,2.0,1.0,0.0,57896.24,0.0
89,15588928.0,Hsiung,583.0,Germany,Female,54.0,0.0,121558.46,1.0,0.0,0.0,140765.57,1.0
90,15761043.0,Bogle,737.0,France,Female,41.0,6.0,0.0,2.0,1.0,0.0,67445.85,0.0
91,15577515.0,Ch'eng,696.0,Spain,Male,31.0,2.0,0.0,2.0,1.0,1.0,86657.52,0.0
92,15572547.0,Palerma,679.0,Spain,Male,38.0,5.0,0.0,2.0,0.0,0.0,96670.2,0.0
93,15716781.0,Li,687.0,Spain,Female,34.0,7.0,0.0,1.0,0.0,1.0,96670.2,1.0
94,15607874.0,Dike,611.0,France,Male,47.0,9.0,0.0,2.0,0.0,0.0,122518.5,0.0
95,15690744.0,Onyekachi,741.0,France,Male,33.0,1.0,0.0,2.0,0.0,1.0,118862.08,0.0
96,15601172.0,Milne,753.0,France,Female,30.0,0.0,138171.1,1.0,0.0,0.0,157891.86,0.0
97,15576680.0,Trevisani,686.0,Germany,Male,42.0,8.0,111827.27,1.0,0.0,1.0,126469.09,0.0
98,15738785.0,Mironova,583.0,Spain,Female,45.0,2.0,0.0,1.0,1.0,1.0,114876.82,1.0
99,15606472.0,Bazarova,589.0,Spain,Female,35.0,2.0,135984.15,1.0,1.0,1.0,130862.11,0.0
100,15658716.0,Onwumelu,711.0,Germany,Male,48.0,2.0,122726.56,1.0,0.0,0.0,51117.06,1.0
101,15679307.0,Hsiao,535.0,France,Male,37.0,1.0,0.0,2.0,0.0,0.0,123663.63,0.0
102,15605426.0,Chibueze,535.0,Spain,Male,40.0,8.0,0.0,2.0,1.0,0.0,65906.07,0.0
103,15785547.0,Uspensky,554.0,France,Female,40.0,10.0,0.0,2.0,1.0,0.0,67734.79,0.0
104,15723484.0,Milanesi,632.0,Germany,Male,52.0,9.0,117300.02,1.0,1.0,0.0,154598.56,1.0
105,15756475.0,Palermo,535.0,Germany,Female,29.0,8.0,115315.04,1.0,0.0,1.0,175094.63,0.0
106,15703394.0,Hsieh,652.0,Germany,Male,31.0,3.0,124576.65,1.0,1.0,0.0,118570.55,0.0
107,15644724.0,Ch'ien,707.0,France,Male,42.0,5.0,0.0,2.0,1.0,0.0,71862.79,0.0
108,15724127.0,Olisaemeka,682.0,France,Female,29.0,3.0,0.0,2.0,1.0,1.0,199290.68,0.0
109,15646539.0,Nnamdi,705.0,Spain,Female,31.0,9.0,92599.55,1.0,1.0,0.0,61820.41,0.0
110,15718231.0,Nkemdilim,592.0,Spain,Male,34.0,10.0,0.0,2.0,1.0,0.0,168034.83,0.0
111,15733602.0,Brown,679.0,France,Male,39.0,7.0,0.0,2.0,1.0,1.0,136916.54,0.0
112,15639265.0,Chiazagomekpere,681.0,Germany,Male,40.0,3.0,108881.73,1.0,0.0,0.0,17095.49,1.0
113,15741385.0,Ch'in,706.0,France,Female,46.0,9.0,0.0,1.0,1.0,0.0,143086.09,1.0
114,15761023.0,Chukwuemeka,663.0,France,Male,37.0,7.0,0.0,2.0,1.0,0.0,140723.05,0.0
115,15656426.0,Teng,578.0,France,Female,41.0,7.0,0.0,1.0,0.0,0.0,180197.74,1.0
116,15596979.0,Ritchie,692.0,France,Male,35.0,9.0,0.0,1.0,1.0,1.0,142903.44,0.0
117,15670172.0,Chin,678.0,France,Female,50.0,5.0,0.0,2.0,1.0,1.0,146504.35,0.0
118,15684951.0,Toscani,583.0,Spain,Female,40.0,6.0,113328.93,1.0,1.0,0.0,64375.4,0.0
119,15733303.0,Tien,679.0,France,Male,36.0,1.0,0.0,1.0,1.0,0.0,48778.46,0.0
120,15750458.0,Chinomso,679.0,Germany,Female,47.0,0.0,118628.8,1.0,0.0,0.0,184842.21,1.0
121,15583681.0,Smith,597.0,France,Male,57.0,2.0,0.0,1.0,1.0,1.0,84760.32,1.0
122,15736431.0,Ruggiero,586.0,France,Female,27.0,2.0,0.0,2.0,1.0,1.0,86791.9,0.0
123,15704763.0,Ponomarev,752.0,France,Female,34.0,7.0,132387.91,1.0,1.0,1.0,154486.01,0.0
124,15803562.0,Ch'iu,850.0,Spain,Female,34.0,4.0,0.0,2.0,1.0,0.0,144870.28,0.0
125,15728167.0,Onyekachi,682.0,France,Male,34.0,8.0,90425.15,1.0,0.0,0.0,122580.48,0.0
126,15735246.0,Yermakova,724.0,Spain,Female,56.0,1.0,0.0,1.0,0.0,0.0,137519.92,1.0
127,15801817.0,Kao,763.0,Spain,Male,29.0,6.0,0.0,1.0,1.0,1.0,151887.16,0.0
128,15580149.0,Folliero,588.0,Spain,Male,61.0,10.0,0.0,2.0,1.0,1.0,90883.12,0.0
129,15733261.0,Ts'ui,684.0,France,Male,35.0,1.0,91547.84,1.0,1.0,1.0,115733.16,0.0
130,15618243.0,Whitehead,678.0,France,Male,24.0,2.0,0.0,2.0,0.0,1.0,127059.05,0.0
131,15757559.0,Chukwumaobim,699.0,Germany,Female,36.0,9.0,110148.49,1.0,1.0,1.0,177065.24,0.0
132,15768151.0,Tuan,619.0,France,Male,37.0,10.0,0.0,2.0,1.0,0.0,143585.29,0.0
133,15736112.0,Yobachi,712.0,France,Male,34.0,6.0,0.0,2.0,1.0,0.0,95611.47,0.0
134,15750772.0,Lo Duca,677.0,France,Male,36.0,5.0,0.0,1.0,1.0,1.0,120801.65,1.0
135,15644692.0,Ch'in,752.0,Germany,Male,51.0,2.0,114435.52,3.0,1.0,0.0,173495.77,1.0
136,15666095.0,Clements,646.0,France,Male,29.0,1.0,127763.24,1.0,1.0,1.0,95611.47,0.0
137,15748995.0,P'eng,599.0,Germany,Female,42.0,8.0,118520.41,1.0,1.0,1.0,141175.21,1.0
138,15692259.0,Chifley,547.0,Germany,Female,44.0,4.0,120107.56,2.0,1.0,0.0,172576.43,1.0
139,15750181.0,Calabresi,619.0,France,Male,32.0,2.0,0.0,2.0,1.0,0.0,108008.65,0.0
140,15605275.0,Tsai,674.0,France,Male,33.0,8.0,0.0,2.0,1.0,0.0,120512.08,0.0
141,15795537.0,Ts'ui,564.0,Germany,Male,38.0,1.0,131563.88,1.0,1.0,0.0,133465.57,1.0
142,15621818.0,Zikoranachidimma,646.0,France,Female,32.0,5.0,0.0,2.0,1.0,0.0,120892.96,0.0
143,15662232.0,Trevisano,678.0,France,Female,39.0,7.0,0.0,2.0,0.0,0.0,88890.05,0.0
144,15694566.0,Hsu,665.0,France,Male,39.0,9.0,144801.97,1.0,1.0,0.0,132798.65,0.0
145,15589969.0,Lai,597.0,France,Male,38.0,5.0,0.0,2.0,1.0,1.0,169386.81,0.0
146,15623369.0,Onwuka,709.0,Germany,Male,36.0,4.0,79962.92,2.0,1.0,1.0,18082.06,0.0
147,15624667.0,Maclean,671.0,France,Female,39.0,2.0,0.0,2.0,0.0,1.0,162889.1,0.0
148,15680234.0,T'ien,595.0,France,Male,42.0,7.0,0.0,2.0,1.0,1.0,84972.9,0.0
149,15651389.0,Lucchese,763.0,France,Male,47.0,3.0,123374.46,2.0,1.0,0.0,61569.07,0.0
150,15794566.0,Ch'ang,725.0,Germany,Female,50.0,1.0,126444.25,1.0,1.0,0.0,158853.98,1.0
151,15690620.0,Zikoranachidimma,755.0,Germany,Male,31.0,7.0,110997.76,1.0,1.0,1.0,118862.08,0.0
152,15796721.0,T'ao,729.0,France,Male,32.0,1.0,0.0,2.0,0.0,1.0,189428.75,0.0
153,15592761.0,Hsing,754.0,France,Male,31.0,7.0,0.0,2.0,1.0,1.0,120596.83,0.0
154,15602909.0,Ndubuagha,590.0,France,Female,32.0,5.0,0.0,2.0,0.0,1.0,61977.82,0.0
155,15780961.0,Ch'iu,762.0,France,Male,38.0,2.0,0.0,1.0,1.0,0.0,77906.87,0.0
156,15642725.0,Yashina,575.0,Spain,Male,33.0,7.0,0.0,2.0,1.0,0.0,131301.74,0.0
157,15636562.0,Clements,773.0,France,Male,38.0,8.0,0.0,2.0,0.0,1.0,81861.1,0.0
158,15782390.0,Shih,850.0,Spain,Male,26.0,9.0,123971.16,1.0,1.0,0.0,176902.83,0.0
159,15659420.0,Kao,564.0,France,Male,30.0,4.0,72541.48,1.0,1.0,0.0,90857.76,0.0
160,15756570.0,Hsieh,581.0,France,Male,34.0,7.0,0.0,2.0,1.0,1.0,93524.19,0.0
161,15691817.0,Eluemuno,714.0,France,Male,36.0,4.0,0.0,2.0,1.0,0.0,67740.08,0.0
162,15741728.0,Iweobiegbunam,696.0,France,Male,31.0,5.0,0.0,2.0,1.0,0.0,51820.87,0.0
163,15583857.0,T'ien,651.0,France,Male,56.0,3.0,135067.02,3.0,1.0,0.0,147963.07,1.0
164,15650391.0,Chukwualuka,678.0,France,Male,35.0,5.0,0.0,1.0,1.0,1.0,114442.66,0.0
165,15773469.0,Larkin,704.0,Spain,Male,40.0,1.0,123694.0,1.0,1.0,1.0,134901.58,0.0
166,15662294.0,Ch'in,639.0,France,Female,36.0,4.0,0.0,2.0,1.0,1.0,107625.08,0.0
167,15736154.0,Okwudiliolisa,648.0,France,Male,30.0,8.0,0.0,2.0,1.0,1.0,161848.03,0.0
168,15659949.0,Chukwumaobim,727.0,France,Male,43.0,1.0,0.0,2.0,1.0,1.0,81861.1,0.0
169,15661526.0,Hsia,567.0,Germany,Female,32.0,9.0,120599.21,4.0,1.0,1.0,159418.1,1.0
170,15638963.0,Ch'ang,597.0,France,Female,39.0,4.0,0.0,1.0,1.0,0.0,167023.95,1.0
171,15640078.0,Hsia,665.0,Germany,Female,43.0,5.0,106328.08,1.0,1.0,1.0,117622.8,1.0
172,15691874.0,McElhone,714.0,Spain,Male,29.0,1.0,0.0,2.0,1.0,0.0,102297.15,0.0
173,15783883.0,Walker,678.0,Spain,Female,32.0,3.0,134714.3,1.0,1.0,1.0,48137.08,0.0
174,15692575.0,Fancher,567.0,France,Male,35.0,2.0,0.0,2.0,1.0,1.0,122925.4,0.0
175,15772383.0,Mazzi,693.0,France,Male,26.0,4.0,0.0,1.0,1.0,0.0,90928.04,0.0
176,15721251.0,Chinomso,641.0,France,Female,35.0,8.0,0.0,2.0,1.0,0.0,164741.5,0.0
177,15743193.0,Azubuike,699.0,Spain,Male,33.0,1.0,155060.41,1.0,1.0,1.0,73977.23,0.0
178,15663438.0,Yudina,763.0,Spain,Female,39.0,2.0,0.0,2.0,0.0,0.0,144870.28,0.0
179,15689781.0,De Neeve,581.0,France,Female,31.0,6.0,0.0,2.0,1.0,0.0,106781.59,1.0
180,15775339.0,Mazzanti,730.0,France,Female,35.0,5.0,0.0,2.0,1.0,1.0,167873.49,0.0
181,15759733.0,Tung,537.0,Germany,Female,33.0,3.0,126592.47,1.0,1.0,0.0,48382.4,0.0
182,15731569.0,Chukwuemeka,681.0,Germany,Female,56.0,8.0,123971.51,1.0,0.0,0.0,178291.09,1.0
183,15643826.0,McWilliams,578.0,France,Female,38.0,9.0,0.0,2.0,0.0,1.0,161229.84,0.0
184,15796834.0,Pugh,656.0,France,Female,34.0,5.0,0.0,1.0,1.0,1.0,176902.83,0.0
185,15684461.0,Yobachi,521.0,France,Male,35.0,3.0,0.0,1.0,1.0,1.0,121409.06,0.0
186,15600792.0,Chiang,636.0,France,Female,32.0,5.0,0.0,1.0,1.0,1.0,178067.33,0.0
187,15589431.0,Ugochukwu,694.0,France,Male,32.0,4.0,0.0,2.0,0.0,1.0,127825.25,0.0
188,15808566.0,Milne,748.0,France,Male,46.0,3.0,0.0,2.0,1.0,0.0,82696.84,0.0
189,15627854.0,O'Kane,523.0,France,Male,62.0,7.0,68892.77,1.0,1.0,1.0,189366.04,0.0
190,15809838.0,Nnanna,757.0,France,Female,36.0,3.0,0.0,2.0,1.0,0.0,161579.85,0.0
191,15806837.0,Yobanna,733.0,Spain,Male,45.0,3.0,0.0,2.0,1.0,1.0,80410.68,0.0
192,15573319.0,Aksenov,695.0,France,Male,27.0,3.0,0.0,2.0,1.0,0.0,121565.51,0.0
193,15803801.0,Biryukov,706.0,France,Male,28.0,8.0,0.0,2.0,1.0,1.0,113079.19,0.0
194,15623595.0,Efremov,607.0,France,Female,38.0,5.0,0.0,1.0,1.0,0.0,57844.26,0.0
195,15773322.0,Chidubem,682.0,Spain,Male,36.0,7.0,0.0,2.0,1.0,1.0,83473.82,0.0
196,15772601.0,Ndubuagha,696.0,France,Male,42.0,7.0,0.0,2.0,1.0,1.0,102655.31,0.0
197,15662085.0,Chinweike,667.0,Germany,Male,37.0,9.0,126670.37,2.0,1.0,0.0,131729.48,0.0
198,15600992.0,Mazzi,573.0,France,Male,43.0,8.0,0.0,2.0,1.0,1.0,150548.5,0.0
199,15786539.0,Lu,594.0,France,Female,57.0,1.0,0.0,2.0,1.0,1.0,102655.31,0.0
200,15677828.0,Chukwujamuike,726.0,Spain,Male,54.0,6.0,0.0,1.0,0.0,0.0,144880.81,1.0
201,15723786.0,Chukwubuikem,712.0,France,Male,47.0,9.0,122359.5,1.0,1.0,0.0,186778.89,0.0
202,15801994.0,L?,565.0,France,Female,54.0,3.0,0.0,1.0,1.0,0.0,122284.38,1.0
203,15599792.0,Chibueze,619.0,France,Male,40.0,4.0,0.0,2.0,1.0,0.0,146875.86,0.0
204,15754574.0,Chinomso,635.0,France,Male,38.0,6.0,81231.85,1.0,1.0,1.0,79178.31,0.0
205,15696733.0,Onyemauchechukwu,651.0,France,Female,37.0,5.0,0.0,2.0,1.0,1.0,149614.17,0.0
206,15758081.0,Ts'ui,576.0,France,Female,38.0,3.0,116870.12,1.0,1.0,0.0,43982.41,0.0
207,15699772.0,Sarratt,554.0,Germany,Female,33.0,9.0,152390.52,4.0,1.0,0.0,138552.74,1.0
208,15591711.0,Fiorentino,539.0,France,Female,37.0,6.0,0.0,2.0,1.0,1.0,168035.62,0.0
209,15742809.0,Chiazagomekpere,635.0,France,Female,50.0,5.0,0.0,2.0,1.0,1.0,131301.74,1.0
210,15672432.0,McFarland,599.0,Spain,Female,46.0,7.0,99208.46,1.0,0.0,0.0,47414.15,1.0
211,15776922.0,Iloerika,596.0,Germany,Female,50.0,5.0,116993.43,1.0,1.0,1.0,60905.51,1.0
212,15726087.0,Bales,713.0,France,Male,38.0,4.0,0.0,2.0,1.0,1.0,143681.85,0.0
213,15748797.0,Haugh,678.0,France,Female,43.0,9.0,0.0,1.0,0.0,0.0,177738.98,1.0
214,15627697.0,Iloerika,714.0,Germany,Male,47.0,7.0,80780.16,1.0,0.0,1.0,177670.57,0.0
215,15742238.0,Chukwukadibia,779.0,Spain,Female,33.0,5.0,0.0,2.0,1.0,1.0,168834.38,0.0
216,15686977.0,Okoli,663.0,Spain,Female,36.0,5.0,0.0,2.0,1.0,0.0,51907.72,0.0
217,15596060.0,Chien,727.0,France,Male,36.0,9.0,94741.74,2.0,0.0,1.0,141970.02,0.0
218,15769980.0,Lu,732.0,Spain,Male,39.0,4.0,0.0,1.0,0.0,1.0,142377.69,0.0
219,15634180.0,Chukwudi,602.0,France,Female,37.0,7.0,0.0,2.0,0.0,1.0,51548.14,0.0
220,15749964.0,Ts'ui,850.0,Spain,Female,35.0,3.0,0.0,2.0,1.0,1.0,180712.28,0.0
221,15788151.0,Calabrese,569.0,France,Male,42.0,8.0,94486.47,1.0,1.0,0.0,15120.86,0.0
222,15792388.0,Mott,597.0,Spain,Male,36.0,9.0,0.0,2.0,1.0,0.0,147040.25,0.0
223,15785373.0,Kao,694.0,Spain,Male,34.0,2.0,0.0,2.0,1.0,1.0,111285.85,0.0
224,15596713.0,Chinweuba,555.0,France,Male,28.0,3.0,0.0,2.0,1.0,1.0,88566.9,0.0
225,15680201.0,Kao,682.0,France,Male,44.0,9.0,0.0,1.0,1.0,0.0,28188.96,0.0
226,15662494.0,Ch'in,559.0,France,Female,30.0,4.0,0.0,1.0,1.0,0.0,131473.31,1.0
227,15603594.0,Ugochukwu,731.0,France,Male,40.0,8.0,0.0,2.0,0.0,1.0,119446.64,0.0
228,15673877.0,Ts'ai,810.0,France,Male,27.0,4.0,0.0,1.0,1.0,1.0,128841.31,0.0
229,15606901.0,Ponomaryov,653.0,France,Male,37.0,7.0,0.0,2.0,1.0,1.0,92811.2,0.0
230,15771483.0,Fanucci,641.0,France,Male,34.0,8.0,0.0,2.0,1.0,1.0,73881.68,0.0
231,15763381.0,Chukwuemeka,571.0,Germany,Female,35.0,9.0,142862.21,1.0,1.0,1.0,5669.31,0.0
232,15646513.0,Mazzanti,678.0,Germany,Female,48.0,9.0,95853.33,1.0,1.0,1.0,179689.07,1.0
233,15797748.0,Lucciano,779.0,Spain,Male,27.0,2.0,0.0,2.0,1.0,0.0,141023.01,0.0
234,15592914.0,K?,628.0,France,Female,37.0,1.0,0.0,2.0,1.0,0.0,97633.73,0.0
235,15810944.0,Hsueh,705.0,France,Male,41.0,4.0,118627.1,1.0,1.0,1.0,60427.3,0.0
236,15751208.0,Tsou,727.0,Germany,Male,34.0,8.0,127706.33,1.0,1.0,1.0,119333.95,0.0
237,15667417.0,Tien,612.0,Germany,Male,54.0,6.0,116322.22,1.0,1.0,1.0,164815.59,1.0
238,15756481.0,Li Fonti,642.0,France,Female,36.0,8.0,0.0,1.0,1.0,1.0,141180.66,1.0
239,15658935.0,McLean,588.0,France,Male,39.0,0.0,127864.4,1.0,1.0,1.0,62370.67,0.0
240,15664668.0,Trevisani,754.0,Spain,Male,36.0,5.0,0.0,2.0,0.0,1.0,57675.88,0.0
241,15756820.0,Smith,652.0,Spain,Male,42.0,9.0,0.0,2.0,1.0,1.0,92712.97,0.0
